File,Result
String-case_00-TASK_gemma2.py,OK
String-comparison_00-TASK_gemma2.py,OK
String-concatenation_00-TASK_gemma2.py,OK
String-interpolation-included-_00-TASK_gemma2.py,OK
String-length_00-TASK_gemma2.py,OK
String-matching_00-TASK_gemma2.py,OK
String-prepend_00-TASK_gemma2.py,OK
Strip-a-set-of-characters-from-a-string_00-TASK_gemma2.py,OK
Strip-block-comments_00-TASK_gemma2.py,OK
Strip-comments-from-a-string_00-TASK_gemma2.py,OK
Strip-control-codes-and-extended-characters-from-a-string_00-TASK_gemma2.py,OK
Strip-whitespace-from-a-string-Top-and-tail_00-TASK_gemma2.py,timed out
Strong-and-weak-primes_00-TASK_gemma2.py,OK
Subleq_00-TASK_gemma2.py,Error
Substitution-cipher_00-TASK_gemma2.py,Error
Substring-Top-and-tail_00-TASK_gemma2.py,OK
Substring_00-TASK_gemma2.py,OK
Subtractive-generator_00-TASK_gemma2.py,Error
Successive-prime-differences_00-TASK_gemma2.py,timed out
Sudan-function_00-TASK_gemma2.py,Error
Sudoku_00-TASK_gemma2.py,OK
Suffixation-of-decimal-numbers_00-TASK_gemma2.py,OK
Sum-and-product-of-an-array_00-TASK_gemma2.py,OK
Sum-and-product-puzzle_00-TASK_gemma2.py,Error
Sum-digits-of-an-integer_00-TASK_gemma2.py,Error
Sum-multiples-of-3-and-5_00-TASK_gemma2.py,OK
Sum-of-a-series_00-TASK_gemma2.py,OK
Sum-of-elements-below-main-diagonal-of-matrix_00-TASK_gemma2.py,OK
Sum-of-squares_00-TASK_gemma2.py,OK
Sum-to-100_00-TASK_gemma2.py,Error
Summarize-and-say-sequence_00-TASK_gemma2.py,OK
Summarize-primes_00-TASK_gemma2.py,timed out
Super-d-numbers_00-TASK_gemma2.py,OK
Superellipse_00-TASK_gemma2.py,OK
Superpermutation-minimisation_00-TASK_gemma2.py,OK
Sutherland-Hodgman-polygon-clipping_00-TASK_gemma2.py,Error
Sylvesters-sequence_00-TASK_gemma2.py,OK
Symmetric-difference_00-TASK_gemma2.py,Error
Synchronous-concurrency_00-TASK_gemma2.py,Error
System-time_00-TASK_gemma2.py,OK
Table-creation-Postal-addresses_00-TASK_gemma2.py,OK
Take-notes-on-the-command-line_00-TASK_gemma2.py,Error
Tarjan_00-TASK_gemma2.py,OK
Tau-function_00-TASK_gemma2.py,OK
Tau-number_00-TASK_gemma2.py,OK
Taxicab-numbers_00-TASK_gemma2.py,timed out
Teacup-rim-text_00-TASK_gemma2.py,Error
Temperature-conversion_00-TASK_gemma2.py,OK
Terminal-control-Clear-the-screen_00-TASK_gemma2.py,OK
Terminal-control-Coloured-text_00-TASK_gemma2.py,Error
Terminal-control-Cursor-movement_00-TASK_gemma2.py,OK
Terminal-control-Cursor-positioning_00-TASK_gemma2.py,OK
Terminal-control-Dimensions_00-TASK_gemma2.py,Error
Terminal-control-Display-an-extended-character_00-TASK_gemma2.py,OK
Terminal-control-Hiding-the-cursor_00-TASK_gemma2.py,Error
Terminal-control-Inverse-video_00-TASK_gemma2.py,OK
Terminal-control-Positional-read_00-TASK_gemma2.py,OK
Terminal-control-Preserve-screen_00-TASK_gemma2.py,OK
Terminal-control-Ringing-the-terminal-bell_00-TASK_gemma2.py,OK
Terminal-control-Unicode-output_00-TASK_gemma2.py,OK
Ternary-logic_00-TASK_gemma2.py,Error
Test-a-function_00-TASK_gemma2.py,Error
Test-integerness_00-TASK_gemma2.py,Error
Text-processing-1_00-TASK_gemma2.py,Error
Text-processing-2_00-TASK_gemma2.py,Error
Text-processing-Max-licenses-in-use_00-TASK_gemma2.py,Error
Textonyms_00-TASK_gemma2.py,Error
The-Name-Game_00-TASK_gemma2.py,OK
The-sieve-of-Sundaram_00-TASK_gemma2.py,Error
The-Twelve-Days-of-Christmas_00-TASK_gemma2.py,Error
Thieles-interpolation-formula_00-TASK_gemma2.py,Error
Thue-Morse_00-TASK_gemma2.py,OK
Tic-tac-toe_00-TASK_gemma2.py,Error
Time-a-function_00-TASK_gemma2.py,OK
Tokenize-a-string-with-escaping_00-TASK_gemma2.py,OK
Tokenize-a-string_00-TASK_gemma2.py,OK
Tonelli-Shanks-algorithm_00-TASK_gemma2.py,Error
Top-rank-per-group_00-TASK_gemma2.py,timed out
Topic-variable_00-TASK_gemma2.py,OK
Topological-sort_00-TASK_gemma2.py,Error
Topswops_00-TASK_gemma2.py,OK
Total-circles-area_00-TASK_gemma2.py,Error
Totient-function_00-TASK_gemma2.py,OK
Towers-of-Hanoi_00-TASK_gemma2.py,OK
Trabb-Pardo-Knuth-algorithm_00-TASK_gemma2.py,timed out
Transliterate-English-text-using-the-Greek-alphabet_00-TASK_gemma2.py,Error
Tree-datastructures_00-TASK_gemma2.py,Error
Tree-from-nesting-levels_00-TASK_gemma2.py,OK
Tree-traversal_00-TASK_gemma2.py,OK
Trigonometric-functions_00-TASK_gemma2.py,Error
Tropical-algebra-overloading_00-TASK_gemma2.py,Error
Truncatable-primes_00-TASK_gemma2.py,timed out
Truncate-a-file_00-TASK_gemma2.py,timed out
Truth-table_00-TASK_gemma2.py,Error
Twelve-statements_00-TASK_gemma2.py,Error
Twin-primes_00-TASK_gemma2.py,timed out
Two-bullet-roulette_00-TASK_gemma2.py,Error
Twos-complement_00-TASK_gemma2.py,OK
Ukkonen-s-suffix-tree-construction_00-TASK_gemma2.py,Error
Ulam-spiral-for-primes-_00-TASK_gemma2.py,Error
Ultra-useful-primes_00-TASK_gemma2.py,timed out
Unbias-a-random-generator_00-TASK_gemma2.py,OK
Undefined-values_00-TASK_gemma2.py,OK
Unicode-strings_00-TASK_gemma2.py,timed out
Unicode-variable-names_00-TASK_gemma2.py,OK
Universal-Turing-machine_00-TASK_gemma2.py,Error
Unix-ls_00-TASK_gemma2.py,OK
Unprimeable-numbers_00-TASK_gemma2.py,Error
Untouchable-numbers_00-TASK_gemma2.py,Error
UPC_00-TASK_gemma2.py,Error
Update-a-configuration-file_00-TASK_gemma2.py,Error
URL-decoding_00-TASK_gemma2.py,OK
URL-encoding_00-TASK_gemma2.py,Error
URL-parser_00-TASK_gemma2.py,Error
Use-another-language-to-call-a-function_00-TASK_gemma2.py,OK
User-input-Graphical_00-TASK_gemma2.py,timed out
User-input-Text_00-TASK_gemma2.py,timed out
UTF-8-encode-and-decode_00-TASK_gemma2.py,Error
Validate-International-Securities-Identification-Number_00-TASK_gemma2.py,OK
Vampire-number_00-TASK_gemma2.py,timed out
Van-der-Corput-sequence_00-TASK_gemma2.py,OK
Van-Eck-sequence_00-TASK_gemma2.py,OK
Variable-declaration-reset_00-TASK_gemma2.py,OK
Variable-length-quantity_00-TASK_gemma2.py,Error
Variable-size-Get_00-TASK_gemma2.py,Error
Variable-size-Set_00-TASK_gemma2.py,OK
Variables_00-TASK_gemma2.py,OK
Variadic-function_00-TASK_gemma2.py,OK
Vector-products_00-TASK_gemma2.py,Error
Vector_00-TASK_gemma2.py,OK
Verhoeff-algorithm_00-TASK_gemma2.py,Error
Verify-distribution-uniformity-Chi-squared-test_00-TASK_gemma2.py,OK
Verify-distribution-uniformity-Naive_00-TASK_gemma2.py,Error
Video-display-modes_00-TASK_gemma2.py,Error
Vigen-re-cipher-Cryptanalysis_00-TASK_gemma2.py,OK
Vigen-re-cipher_00-TASK_gemma2.py,Error
Visualize-a-tree_00-TASK_gemma2.py,OK
Vogels-approximation-method_00-TASK_gemma2.py,Error
Voronoi-diagram_00-TASK_gemma2.py,Error
Wagstaff-primes_00-TASK_gemma2.py,Error
Walk-a-directory-Non-recursively_00-TASK_gemma2.py,OK
Walk-a-directory-Recursively_00-TASK_gemma2.py,Error
War-card-game_00-TASK_gemma2.py,OK
Wasteful-equidigital-and-frugal-numbers_00-TASK_gemma2.py,Error
Water-collected-between-towers_00-TASK_gemma2.py,OK
Web-scraping_00-TASK_gemma2.py,Error
Weird-numbers_00-TASK_gemma2.py,Error
Wieferich-primes_00-TASK_gemma2.py,OK
Wilson-primes-of-order-n_00-TASK_gemma2.py,Error
Window-creation-X11_00-TASK_gemma2.py,Error
Window-creation_00-TASK_gemma2.py,timed out
Window-management_00-TASK_gemma2.py,Error
Wireworld_00-TASK_gemma2.py,Error
Word-frequency_00-TASK_gemma2.py,Error
Word-ladder_00-TASK_gemma2.py,OK
Word-search_00-TASK_gemma2.py,Error
Word-wheel_00-TASK_gemma2.py,Error
Word-wrap_00-TASK_gemma2.py,OK
Wordiff_00-TASK_gemma2.py,timed out
World-Cup-group-stage_00-TASK_gemma2.py,Error
Write-entire-file_00-TASK_gemma2.py,OK
Write-float-arrays-to-a-text-file_00-TASK_gemma2.py,OK
Write-language-name-in-3D-ASCII_00-TASK_gemma2.py,OK
Write-to-Windows-event-log_00-TASK_gemma2.py,Error
Xiaolin-Wus-line-algorithm_00-TASK_gemma2.py,timed out
XML-DOM-serialization_00-TASK_gemma2.py,Error
XML-Input_00-TASK_gemma2.py,Error
XML-Output_00-TASK_gemma2.py,Error
XML-XPath_00-TASK_gemma2.py,Error
Y-combinator_00-TASK_gemma2.py,OK
Yahoo-search-interface_00-TASK_gemma2.py,OK
Yellowstone-sequence_00-TASK_gemma2.py,timed out
Yin-and-yang_00-TASK_gemma2.py,Error
Zebra-puzzle_00-TASK_gemma2.py,Error
Zeckendorf-arithmetic_00-TASK_gemma2.py,Error
Zeckendorf-number-representation_00-TASK_gemma2.py,Error
Zero-to-the-zero-power_00-TASK_gemma2.py,OK
Zhang-Suen-thinning-algorithm_00-TASK_gemma2.py,OK
Zig-zag-matrix_00-TASK_gemma2.py,Error
Zumkeller-numbers_00-TASK_gemma2.py,OK
